nome,risco,texto_desc,texto_impacto,texto_reco,impacto,prob,cwe
IDOR no Endpoint de Validação de E‑mail do Questionário ESG,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
Referência Direta Insegura a Objetos (IDOR) - Criar Usuário,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
"Avaliação de Limites de Requisições, Sem Rate Limiting Observado",Baixo,A aplicação não possui controle de taxa (rate limiting) adequado para limitar o número ou a frequência das requisições.,"Sistemas que utilizam serviços de envio de email, sms ou qualquer outra ferramenta que realize a cobrança por taxa de envio esse tipo de ataque pode resultar em perda financeira para empresa e também sobrecarga dos seus serviços causando retardamento e uma possível negação de serviço causando risco de negócios.",Implementar soluções de segurança contra ferramentas automatizadas como por exemplo códigos que limitam requisições continuas em um período de tempo curto ou uso de recaptchas onde o usuário passa por um processo onde tem que selecionar figuras ou responder algum tipo de pergunta para que a requisição seja validada e enviada para o servidor dessa forma realizando o controle de requisições realizadas por ferramentas automatizadas.,Baixo,Baixo,799
Referência Direta Insegura a Objetos (IDOR) - Deletar Perfil de Acesso,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
Referência Direta Insegura a Objetos (IDOR) - Alterar Perfil de Acesso,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
Referência Direta Insegura a Objetos (IDOR) - Criar Perfil de Acesso,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
Referência Direta Insegura a Objetos (IDOR) - Cosultar Usuários Associados,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
Referência Direta Insegura a Objetos (IDOR) - Consultar perfil de acesso,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR na Exclusão de Favorecidos (Quebra de Isolamento Entre Empresas),Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR acesso indevido à gestão de carteira de outras filiais,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR permitindo acesso a parceiros com carteira de outras filiais,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR em portfólios permitindo acesso a parceiros e CNPJs de outras filiais/usuários,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR no vínculo de parceiro ao portfólio,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
IDOR permitindo acesso a parceiros sem carteira de outras filiais,Médio,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Médio,Médio,639
IDOR em Controle de Acesso Horizontal na Gestão de Carteira,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
Referência Direta Insegura a Objetos (IDOR) - Cancelar Lançamento Após Aprovado,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
(IDOR) Acesso Não Autorizado a Comprovantes de Transação,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
Referência Direta Insegura a Objetos (IDOR) - Alterar Aprovador,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
Referência Direta Insegura a Objetos (IDOR) - Consultar Lançamento,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
(IDOR) Listagem de operações,Alto,"A aplicação não faz a devida validação se um usuário tem permissão para visualizar informações de outros usuários. Dessa forma, um agente malicioso, ao alterar determinados parâmetros, inserindo valores que não os originais, é possível obter informações confidenciais e/ou sensíveis de outros usuários, o que por padrão, não deveriam ser obtidos.","Agentes maliciosos podem obter informações de outros usuários através de manipulações de parâmetros vulneráveis. Como consequência, vazamento de informações podem ocorrer. Em determinados casos é possível alterar valores e informações críticas de outros usuários que não o próprio, ocasionando em corrupção de dados da aplicação. Além de outras, dentre as quais:Exposição de informações confidenciais: Controle total de informações da conta de outros usuários.Alteração de dados: um agente malicioso pode ter privilégios para acessar seus dados e alterá-los.","Algumas das recomendações sugeridas são:Fazer a validação se um usuário tem a devida permissão para visualizar, editar/alterar e ou atualizar informações de outros usuários.Não permitir que a alteração de parâmetros impacte a aplicação ou retorne dados de outros usuários.Enviar informações confidenciais e/ou sensíveis em canais seguros de comunicação, o que inclui, entre vários aspectos a utilização de criptografia, tokens atuais e seguros para transmissão de informações, uso de captchas e sistemas de bloqueio etc.Não utilizar valores de objetos facilmente predizíeis, como valores puramente numéricos ou combinações frágeis. Utilizar, no lugar, um identificador de objeto que em cenários de ataques de dicionário/força bruta sejam de difícil adivinhação.",Alto,Alto,639
Exposição de Dados Pessoais (PII) via IDOR (BOLA) e Ofuscação Insegura,Alto,Foi identificada uma vulnerabilidade de Exposição de Dados Pessoais (PII) via IDOR (BOLA) e Ofuscação Insegura no endpoint de dados-cadastrais. A falha reside na permissão de consulta irrestrita entre usuários: um CPF autenticado sem necessidade de senha possui privilégios para consultar dados pessoais (PII) de terceiros (outros CPFs).,"A combinação de IDOR e ofuscação insegura permite que qualquer usuário autenticado acesse dados pessoais (PII) de terceiros, incluindo Nome e Data de Nascimento em texto claro, e reconstrua facilmente outros campos. Isso possibilita a automatização de consultas em massa para criar perfis completos de qualquer cliente da base de dados, caracterizando uma violação grave e sistêmica da LGPD, com alto risco de exposição massiva de dados e comprometimento da privacidade.","Validação de Autorização Robusta (Anti-IDOR/BOLA):Implementar verificações de autorização rigorosas para garantir que um CPF autenticado apenas possa consultar seus próprios dados e nunca dados de terceiros, a menos que haja uma permissão explícita e auditável para tal.Proteção de Dados Sensíveis (Anti-Exposição PII):Não retornar PII em texto claro: Especialmente Nome e Data de Nascimento devem ser imediatamente removidos ou mascarados.Mascaramento/Tokenização Forte: Substituir os mecanismos de ofuscação ineficazes por técnicas robustas de mascaramento, tokenização ou criptografia que impossibilitem a reconstrução da estrutura ou dos caracteres iniciais, inviabilizando a reconstituição de perfis.",Alto,Médio,639
